idx,return,steps,failure,wall_dt
1005,0.0,11,1,1.2406716500000243
1006,1.0,14,0,1.2418676290000121
1007,1.0,14,0,1.243005457999999
1008,1.0,14,0,1.2441909460000034
1009,1.0,15,0,1.2454530490000195
1010,1.0,14,0,1.2465844710000056
1011,1.0,14,0,1.2478171959999997
1012,1.0,14,0,1.2491341910000244
1013,1.0,14,0,1.2502373020000164
1014,1.0,14,0,1.2513340800000208
1015,0.0,12,1,1.2524728160000222
1016,1.0,14,0,1.253597818000003
1017,1.0,16,0,1.2548449250000147
1018,1.0,14,0,1.255944943000003
1019,1.0,14,0,1.2570763190000207
1020,1.0,18,1,1.258353762000013
1021,1.0,14,0,1.259560577000002
1022,1.0,16,0,1.260812541000007
1023,1.0,14,0,1.2619253340000114
1024,1.0,14,0,1.263021454000011
1025,0.0,14,1,1.2642766530000245
1026,1.0,16,0,1.2654830250000089
1027,1.0,14,0,1.2665839560000052
1028,1.0,16,0,1.2678132750000088
1029,1.0,14,0,1.2689392910000095
1030,1.0,14,0,1.2701271270000234
1031,1.0,14,0,1.2712376100000142
1032,1.0,14,0,1.2723461730000167
1033,1.0,14,0,1.2734478340000237
1034,1.0,15,0,1.2746506350000004
1035,1.0,16,0,1.275890607000008
1036,1.0,16,0,1.2776594400000079
1037,1.0,14,0,1.2795472310000093
1038,1.0,14,0,1.281481302000003
1039,1.0,14,0,1.2834020660000078
1040,1.0,14,0,1.2853346540000246
1041,1.0,14,0,1.287277228000022
1042,1.0,16,0,1.2894158440000183
1043,1.0,14,0,1.2913366600000131
1044,1.0,14,0,1.2956157200000007
1045,1.0,16,0,1.2977129480000258
1046,1.0,16,0,1.2998775439999974
1047,1.0,16,0,1.3021591500000227
1048,1.0,17,1,1.3044428890000006
1049,1.0,14,0,1.3064724660000024
1050,1.0,14,0,1.3084775590000106
1051,1.0,14,0,1.3106121819999998
1052,1.0,14,0,1.312546814000001
1053,0.0,7,1,1.3142784230000188
1054,1.0,17,1,1.3165212330000031
1055,1.0,14,0,1.321303352000001
1056,1.0,14,0,1.323470561000022
1057,1.0,14,0,1.3255864520000102
1058,1.0,14,0,1.327675539000012
1059,1.0,14,0,1.3298982550000176
1060,1.0,14,0,1.331985110000005
1061,1.0,16,0,1.3341692600000101
1062,1.0,14,0,1.3361653000000047
1063,1.0,15,0,1.3383287960000132
1064,1.0,14,0,1.3403060720000042
1065,0.0,7,1,1.3422191650000173
1066,1.0,14,0,1.3439545049999992
1067,1.0,14,0,1.3457932540000002
1068,1.0,14,0,1.3477227440000092
1069,1.0,16,0,1.350378362000015
1070,1.0,14,0,1.353068900000011
1071,1.0,14,0,1.3553505380000104
1072,1.0,16,0,1.3583303750000084
1073,1.0,14,0,1.360552556000016
1074,1.0,16,0,1.362716416000012
1075,1.0,15,0,1.36497347400001
1076,1.0,16,0,1.3671072530000004
1077,1.0,14,0,1.3690599380000208
1078,1.0,16,0,1.3713719340000239
1079,1.0,14,0,1.3734384470000123
1080,1.0,14,0,1.3753925670000058
1081,1.0,14,0,1.3776832300000024
1082,1.0,14,0,1.3805986920000066
1083,1.0,14,0,1.3825251630000253
1084,0.0,9,1,1.3845409210000241
1085,1.0,14,0,1.3864444690000255
1086,1.0,14,0,1.3883467710000161
1087,1.0,14,0,1.390429451000017
1088,1.0,14,0,1.39238514500002
1089,1.0,15,0,1.3944924130000231
1090,1.0,14,0,1.396622739999998
1091,1.0,14,0,1.3992237760000137
1092,1.0,17,1,1.4019057750000172
1093,1.0,14,0,1.4039019870000118
1094,1.0,14,0,1.4059298630000114
1095,1.0,14,0,1.4077751940000098
1096,1.0,14,0,1.4098054170000012
1097,1.0,14,0,1.4116879370000106
1098,1.0,16,0,1.413807358000014
1099,0.0,14,1,1.4158432180000204
1100,1.0,14,0,1.419197703000009
1101,1.0,14,0,1.4212413710000078
1102,1.0,14,0,1.4231994560000203
1103,1.0,14,0,1.425108979000015
1104,1.0,16,0,1.4272623090000138
1105,1.0,16,0,1.4293884650000166
1106,1.0,14,0,1.4313496680000242
1107,1.0,14,0,1.4333399340000028
1108,1.0,16,0,1.4354243430000224
1109,0.0,10,1,1.437395753000004
1110,1.0,14,0,1.4393201840000245
1111,1.0,14,0,1.4412528200000168
1112,0.0,12,1,1.4432241300000044
1113,1.0,14,0,1.4451372640000102
1114,1.0,14,0,1.447164253000011
1115,1.0,14,0,1.4490557430000024
1116,1.0,14,0,1.4510492970000257
1117,1.0,16,0,1.4531424520000087
1118,1.0,16,0,1.4552027090000195
1119,0.0,11,1,1.4571578100000124
1120,1.0,16,0,1.4592674630000033
1121,1.0,14,0,1.4612966260000064
1122,1.0,14,0,1.4632644160000154
1123,1.0,14,0,1.4653187090000017
1124,1.0,14,0,1.4672725070000183
1125,1.0,14,0,1.4692537180000045
1126,1.0,14,0,1.4713838060000057
1127,0.0,14,1,1.4734082250000142
1128,1.0,14,0,1.4753617940000083
1129,1.0,14,0,1.47740077200001
1130,1.0,14,0,1.4793311000000244
1131,1.0,14,0,1.481294341000023
1132,1.0,14,0,1.4838698410000006
1133,1.0,16,0,1.4878095720000033
1134,1.0,14,0,1.4898786830000006
1135,1.0,14,0,1.4919950610000114
1136,1.0,14,0,1.4940815390000068
1137,1.0,14,0,1.495832446999998
1138,1.0,14,0,1.4970805200000257
1139,1.0,17,1,1.4985190530000239
1140,1.0,14,0,1.5005907230000162
1141,1.0,14,0,1.5024487520000207
1142,1.0,20,1,1.504798509000011
1143,0.0,7,1,1.506759274000018
1144,1.0,14,0,1.5087619860000245
1145,1.0,14,0,1.5108149680000054
1146,0.0,7,1,1.5128061960000139
1147,1.0,14,0,1.514815820000024
1148,1.0,16,0,1.5168092140000056
1149,0.0,7,1,1.5185778320000054
1150,1.0,14,0,1.520497234000004
1151,1.0,17,1,1.5224593960000163
1152,0.0,11,1,1.5243005270000083
1153,1.0,16,0,1.5262476980000201
1154,1.0,14,0,1.5281477999999993
1155,1.0,14,0,1.5299445740000124
1156,1.0,14,0,1.531677249000012
1157,1.0,14,0,1.5335872530000074
1158,1.0,14,0,1.535463452000016
1159,1.0,14,0,1.5372787680000215
1160,1.0,14,0,1.5391800510000166
1161,1.0,16,0,1.541121851000014
1162,1.0,16,0,1.543061487000017
1163,0.0,9,1,1.5448565290000147
1164,1.0,14,0,1.5467400760000203
1165,1.0,15,0,1.5486552680000045
1166,1.0,14,0,1.5504450880000036
1167,1.0,14,0,1.5522135540000193
1168,1.0,16,0,1.5541432120000138
1169,1.0,14,0,1.5561090190000186
1170,1.0,14,0,1.5580105120000098
1171,0.0,7,1,1.5598535029999994
1172,1.0,14,0,1.5617945980000059
1173,1.0,15,0,1.563916196000008
1174,1.0,14,0,1.5659003270000085
1175,1.0,15,0,1.5679509269999983
1176,1.0,17,1,1.5700737860000231
1177,1.0,14,0,1.5720049900000106
1178,1.0,18,1,1.5741470279999987
1179,1.0,14,0,1.576155354000008
1180,1.0,14,0,1.5781775220000043
1181,1.0,17,1,1.580255952000016
1182,1.0,14,0,1.5822503960000063
1183,1.0,14,0,1.5841479510000056
1184,1.0,14,0,1.5860559480000234
1185,1.0,16,0,1.5880791120000026
1186,1.0,14,0,1.5900569670000095
1187,0.0,10,1,1.5919698680000067
1188,1.0,14,0,1.5938787610000134
1189,1.0,14,0,1.595785276000015
1190,0.0,12,1,1.5978161339999986
1191,1.0,14,0,1.599822338000024
1192,1.0,14,0,1.6021461910000028
1193,1.0,14,0,1.604031187000004
1194,1.0,14,0,1.6078195059999985
1195,1.0,15,0,1.6099735510000244
1196,1.0,14,0,1.6118955680000226
1197,1.0,14,0,1.6139551270000254
1198,1.0,15,0,1.6159912150000082
1199,1.0,16,0,1.6180759510000087
1200,1.0,14,0,1.620010810000025
1201,0.0,7,1,1.6219096980000245
1202,1.0,16,0,1.624044514000019
1203,1.0,14,0,1.6261049770000113
1204,1.0,15,0,1.6281907240000066
1205,1.0,14,0,1.6300851640000076
1206,1.0,14,0,1.6322559110000157
1207,1.0,14,0,1.6341707530000065
1208,1.0,14,0,1.6360796170000071
1209,1.0,14,0,1.638006861000008
1210,1.0,16,0,1.6401045050000107
1211,1.0,14,0,1.6420387920000223
1212,0.0,10,1,1.6440399650000188
1213,1.0,16,0,1.646096139000008
1214,1.0,16,0,1.6481419060000064
1215,1.0,14,0,1.6500562220000177
1216,1.0,14,0,1.6523315070000137
1217,1.0,18,1,1.6544085740000014
1218,1.0,14,0,1.6563494190000085
1219,1.0,16,0,1.6585343380000097
1220,0.0,7,1,1.660394982000014
1221,1.0,14,0,1.6624342520000255
1222,1.0,20,1,1.6645574900000213
1223,1.0,14,0,1.6665318950000199
1224,1.0,14,0,1.6684269540000116
1225,1.0,14,0,1.6704828250000219
1226,0.0,14,1,1.6725176920000138
1227,1.0,14,0,1.6749091970000052
1228,1.0,14,0,1.6776530019999996
1229,0.0,9,1,1.6798259280000138
1230,1.0,14,0,1.6823839820000046
1231,1.0,14,0,1.6857588570000246
1232,1.0,16,0,1.6885340810000002
1233,0.0,7,1,1.690774169000008
1234,1.0,16,0,1.6929401840000082
1235,1.0,14,0,1.6948101730000076
1236,1.0,14,0,1.6987875060000022
1237,1.0,17,1,1.701038576000002
1238,1.0,14,0,1.7029587500000218
1239,1.0,14,0,1.7053996190000191
1240,1.0,16,0,1.7082262520000029
1241,1.0,16,0,1.712275276000014
1242,1.0,14,0,1.7145940120000205
1243,1.0,14,0,1.7160625690000018
1244,1.0,14,0,1.7173316930000055
1245,1.0,14,0,1.7186073430000022
1246,1.0,14,0,1.7206328950000227
1247,1.0,14,0,1.722538118000017
1248,1.0,14,0,1.7245217319999995
1249,1.0,14,0,1.7264059649999979
1250,1.0,14,0,1.7285093819999986
1251,1.0,14,0,1.7304754930000001
1252,1.0,15,0,1.7326072830000214
1253,1.0,16,0,1.7345621460000018
1254,1.0,15,0,1.7364950910000232
1255,1.0,14,0,1.7382935680000173
1256,0.0,13,1,1.7402303949999975
1257,1.0,14,0,1.7420485750000125
1258,1.0,14,0,1.7440140230000054
1259,1.0,14,0,1.746051016000024
1260,1.0,14,0,1.7480490270000075
1261,1.0,14,0,1.7499886520000132
1262,1.0,14,0,1.7519500049999976
1263,1.0,17,1,1.7541291510000008
1264,1.0,16,0,1.7561094930000252
1265,1.0,14,0,1.7580558470000085
1266,1.0,14,0,1.7599942420000048
1267,1.0,14,0,1.7619101300000182
1268,0.0,14,1,1.7639372220000098
1269,1.0,14,0,1.765922273000001
1270,1.0,19,1,1.7680381549999993
1271,1.0,16,0,1.7701278080000122
1272,1.0,16,0,1.7721945820000258
1273,1.0,14,0,1.774112002999999
1274,0.0,11,1,1.7759581540000227
1275,1.0,16,0,1.7778822220000166
1276,1.0,14,0,1.7796400120000158
1277,1.0,14,0,1.7814754680000249
1278,0.0,7,1,1.7832720010000003
1279,1.0,14,0,1.7850940270000137
1280,1.0,16,0,1.7870752450000111
1281,1.0,16,0,1.7890372270000228
1282,0.0,12,1,1.7908970980000163
1283,1.0,14,0,1.7926364790000093
1284,1.0,18,1,1.7945923120000202
1285,0.0,10,1,1.7963703329999987
1286,0.0,12,1,1.7982019570000034
1287,1.0,14,0,1.8000865870000098
1288,1.0,14,0,1.801962278000019
1289,1.0,14,0,1.8037084890000017
1290,1.0,14,0,1.805570609
1291,1.0,14,0,1.8073395930000231
1292,1.0,14,0,1.809134797000013
1293,1.0,14,0,1.8109125269999993
1294,1.0,14,0,1.8126745780000135
1295,1.0,18,1,1.814814623000018
1296,1.0,16,0,1.8168639360000043
1297,1.0,14,0,1.8186976810000033
1298,1.0,14,0,1.8206272609999985
1299,0.0,7,1,1.8225183530000209
1300,1.0,14,0,1.8244529820000253
1301,1.0,16,0,1.8265211450000152
1302,1.0,15,0,1.8285710400000141
1303,1.0,14,0,1.8306039240000018
1304,1.0,14,0,1.8326113880000037
1305,1.0,14,0,1.834517237
1306,1.0,14,0,1.8364096520000146
1307,1.0,15,0,1.8384262000000149
1308,1.0,14,0,1.8403521970000156
1309,0.0,14,1,1.8423636480000027
1310,1.0,15,0,1.8444599800000105
1311,0.0,7,1,1.8463024140000073
1312,1.0,16,0,1.848606994000022
1313,0.0,7,1,1.8504465560000085
1314,1.0,14,0,1.8523393560000159
1315,0.0,12,1,1.8542808010000158
1316,1.0,16,0,1.8563096350000023
1317,1.0,14,0,1.8582760250000092
1318,1.0,14,0,1.8602832770000077
1319,1.0,14,0,1.862169295000001
1320,1.0,14,0,1.86405961600002
1321,1.0,14,0,1.8661089969999978
1322,1.0,16,0,1.8681587140000033
1323,1.0,14,0,1.8701079880000009
1324,1.0,14,0,1.871998173999998
1325,1.0,16,0,1.874033101000009
1326,1.0,14,0,1.875990862000009
1327,1.0,14,0,1.877887487999999
1328,0.0,7,1,1.879800285000016
1329,1.0,14,0,1.8817215020000049
1330,1.0,14,0,1.8837142560000188
1331,1.0,14,0,1.8857154060000028
1332,1.0,14,0,1.8877154340000004
1333,0.0,9,1,1.890064510000002
1334,1.0,14,0,1.8930416230000162
1335,1.0,14,0,1.8949689920000026
1336,1.0,14,0,1.8977125300000068
1337,1.0,14,0,1.8997209310000187
1338,1.0,18,1,1.9020328290000066
1339,1.0,14,0,1.9039767830000187
1340,1.0,14,0,1.9059555120000198
1341,1.0,14,0,1.9078546160000087
1342,1.0,14,0,1.9098569140000166
1343,1.0,16,0,1.9119289990000254
1344,1.0,18,1,1.9140254400000174
1345,1.0,14,0,1.9159509979999996
1346,1.0,14,0,1.91785809000001
1347,1.0,14,0,1.9197697560000222
1348,1.0,14,0,1.921656052000003
1349,1.0,14,0,1.9236495020000177
1350,1.0,16,0,1.9256710310000074
1351,1.0,14,0,1.9275837090000039
1352,1.0,14,0,1.9294716250000192
1353,1.0,14,0,1.931352679000014
1354,1.0,14,0,1.9332477240000117
1355,1.0,14,0,1.9351460370000098
1356,1.0,14,0,1.9371028950000095
1357,1.0,14,0,1.9389981930000033
1358,1.0,18,1,1.9411302569999975
1359,1.0,16,0,1.9431688000000236
1360,1.0,14,0,1.9450568760000237
1361,1.0,16,0,1.9470965000000149
1362,1.0,14,0,1.9490223190000222
1363,1.0,14,0,1.9529255950000106
1364,1.0,15,0,1.9550798950000114
1365,1.0,14,0,1.9573227280000083
1366,1.0,14,0,1.9593438380000237
1367,0.0,9,1,1.9612795700000163
1368,1.0,14,0,1.9632066030000033
1369,1.0,14,0,1.9651398770000128
1370,1.0,14,0,1.967046345
1371,1.0,16,0,1.9691510990000154
1372,1.0,14,0,1.971055917000001
1373,0.0,11,1,1.9730177790000027
1374,1.0,14,0,1.9749243850000084
1375,1.0,16,0,1.977003977999999
1376,0.0,8,1,1.9788820530000066
1377,1.0,14,0,1.980816371000003
1378,1.0,14,0,1.9827033400000005
1379,1.0,14,0,1.9846074149999993
1380,1.0,16,0,1.986655978000016
1381,1.0,16,0,1.9886928770000054
1382,1.0,14,0,1.990584063
1383,1.0,14,0,1.992472403000022
1384,1.0,16,0,1.9945136540000021
1385,0.0,8,1,1.996599070000002
1386,1.0,14,0,1.998518206
1387,1.0,15,0,2.0006154470000013
1388,1.0,14,0,2.0025367860000074
1389,1.0,14,0,2.00447293000002
1390,1.0,14,0,2.006396550000005
1391,1.0,14,0,2.008322557000014
1392,1.0,14,0,2.0102471590000164
1393,1.0,16,0,2.0130570150000153
1394,1.0,14,0,2.015122127000012
1395,1.0,18,1,2.017278533000024
1396,1.0,14,0,2.019203367000017
1397,1.0,14,0,2.0211637069999995
1398,1.0,14,0,2.0230602809999993
1399,1.0,15,0,2.0251035400000035
1400,1.0,16,0,2.0271918509999978
1401,1.0,14,0,2.0291431150000108
1402,1.0,14,0,2.0311103390000085
1403,1.0,14,0,2.033005078000002
1404,1.0,14,0,2.034920482000018
1405,1.0,14,0,2.0369211490000225
1406,1.0,14,0,2.038811929000019
1407,1.0,14,0,2.0407389260000173
1408,1.0,14,0,2.0427180480000118
1409,1.0,18,1,2.0448034870000242
1410,1.0,14,0,2.046681738000018
1411,1.0,14,0,2.048666159000021
1412,1.0,14,0,2.0506512489999977
1413,1.0,16,0,2.0526615980000145
1414,1.0,14,0,2.0546421000000237
1415,1.0,14,0,2.056611873999998
1416,1.0,16,0,2.058635188000011
1417,1.0,14,0,2.060542091000002
1418,1.0,14,0,2.0624687170000016
1419,0.0,7,1,2.0643041100000232
1420,1.0,14,0,2.066194070000023
1421,0.0,12,1,2.0681594570000073
1422,1.0,14,0,2.0701670380000223
1423,1.0,14,0,2.072153505000017
1424,1.0,14,0,2.074049687000013
1425,1.0,14,0,2.0759591200000216
1426,1.0,16,0,2.077989830000007
1427,1.0,15,0,2.080031212000023
1428,1.0,14,0,2.081947207000013
1429,1.0,16,0,2.0839734799999974
1430,1.0,14,0,2.0858882050000034
1431,1.0,14,0,2.0878854320000073
1432,1.0,14,0,2.089852375000021
1433,1.0,14,0,2.091762358000011
1434,1.0,18,1,2.093887354000003
1435,1.0,14,0,2.095774043000006
1436,1.0,16,0,2.0978107220000197
1437,1.0,16,0,2.0998775780000187
1438,1.0,14,0,2.101772739000012
1439,1.0,14,0,2.1037510740000016
1440,1.0,15,0,2.1058380430000057
1441,1.0,16,0,2.1078779150000173
1442,0.0,16,1,2.1099103590000254
1443,1.0,14,0,2.1117858400000102
1444,1.0,14,0,2.1137209170000233
1445,1.0,15,0,2.1157489180000084
1446,1.0,18,1,2.117824965000011
1447,1.0,16,0,2.1198923460000003
1448,1.0,16,0,2.121927451000005
1449,1.0,14,0,2.123936025000006
1450,1.0,16,0,2.1259584710000183
1451,1.0,14,0,2.12785189600001
1452,0.0,7,1,2.1297555270000146
1453,1.0,14,0,2.131629987000025
1454,1.0,16,0,2.133672441000016
1455,1.0,14,0,2.135647636000016
1456,1.0,15,0,2.137685873999999
1457,1.0,14,0,2.139578116000024
1458,1.0,14,0,2.1415078360000166
1459,1.0,14,0,2.1434026270000004
1460,1.0,14,0,2.145310265000006
1461,1.0,14,0,2.147197255000009
1462,1.0,14,0,2.1490944370000022
1463,1.0,14,0,2.1510850100000027
1464,1.0,14,0,2.1530927730000258
1465,1.0,14,0,2.1550090700000055
1466,1.0,14,0,2.156914569999998
1467,1.0,16,0,2.158940746000013
1468,1.0,14,0,2.1608541030000197
1469,1.0,14,0,2.162758014000019
1470,1.0,14,0,2.1646283660000165
1471,1.0,14,0,2.1665256370000066
1472,1.0,16,0,2.168572609000023
1473,1.0,16,0,2.1705989990000205
1474,1.0,16,0,2.1726239590000205
1475,1.0,14,0,2.174521769000023
1476,1.0,14,0,2.176420436000001
1477,1.0,14,0,2.178328076000014
1478,1.0,17,1,2.1804181690000064
1479,1.0,16,0,2.182459473000023
1480,1.0,16,0,2.184516166999998
1481,1.0,16,0,2.1865757799999983
1482,1.0,14,0,2.188487701000014
1483,1.0,14,0,2.190465049000011
1484,1.0,14,0,2.1923592050000025
1485,1.0,14,0,2.1942486100000167
1486,1.0,14,0,2.196141742000009
1487,1.0,14,0,2.198038279000002
1488,1.0,14,0,2.2000491610000097
1489,1.0,14,0,2.2019460310000056
1490,1.0,14,0,2.2038347820000013
1491,1.0,14,0,2.2057048759999986
1492,1.0,16,0,2.2077666480000175
1493,0.0,9,1,2.209634360000024
1494,1.0,14,0,2.211527783000008
1495,1.0,14,0,2.2134232380000185
1496,0.0,11,1,2.2153556519999995
1497,1.0,16,0,2.217408087000024
1498,1.0,16,0,2.219445673000024
1499,0.0,12,1,2.221416211000019
